Sentence,Aspect Term,polarity,Aspect_Label,Sentiment_Label
We both opted for a pasta dish and they were served timely and fresh.,pasta dish,1,1543,1
We both opted for a pasta dish and they were served timely and fresh.,served,1,1152,1
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,0,1419,2
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,2,1372,0
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,2,1080,0
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,2,1544,0
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,1,1545,1
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,1,1031,1
"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,1,1079,1
Tell them Herky sent you and get a free confused look from the waiter.,waiter,0,1296,2
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,0,1546,2
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,0,1114,2
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,2,1132,0
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,0,1300,2
The food was average or above including some surprising tasty dishes.,food,1,1031,1
The food was average or above including some surprising tasty dishes.,dishes,1,1058,1
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,0,1081,2
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,0,1044,2
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,2,1547,0
Other apetizers and food,apetizers,2,1548,0
Other apetizers and food,food,2,1031,0
The noodle and rices dishes taste great.,noodle and rices dishes,1,1549,1
The food's as good as ever.,food,1,1031,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,1,1142,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,1,282,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,1,1044,1
Also a little more expensive than your average bagel place.,bagel,2,1224,0
"the food was undercooked-the sauce watery, and the vegetables raw.",food,0,1031,2
"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,0,1378,2
"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,0,1514,2
And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,1,1550,1
The sauces used are also not that exciting.,sauces,0,1551,2
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,1,1552,1
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,1,1372,1
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,1,1553,1
The rice was poor quality and was cooked so badly it was hard.,rice,0,1245,2
The rice was poor quality and was cooked so badly it was hard.,quality,0,5,2
The rice was poor quality and was cooked so badly it was hard.,cooked,0,1554,2
We had champagne and caviar and felt like princesses!,champagne,1,1555,1
We had champagne and caviar and felt like princesses!,caviar,1,1556,1
The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,1,1557,1
The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,1,1558,1
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,2,1221,0
"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,1,1296,1
"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,1,1559,1
There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,0,1300,2
There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,2,1031,0
There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,0,1305,2
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,2,1560,0
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,2,1086,0
"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Roast Chicken,1,1561,1
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,2,1087,0
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,1,1562,1
"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,0,1305,2
The prices are wonderfully low.,prices,1,829,1
If you like spicy food get the chicken vindaloo.,chicken vindaloo,2,1563,0
If you like spicy food get the chicken vindaloo.,spicy food,2,1564,0
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,1,1356,1
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,1,1565,1
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,1,1033,1
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,1,1566,1
No free drink.,drink,2,1390,0
This is my first time writing a review for a restaurant because the food and service was excellent.,food,1,1031,1
This is my first time writing a review for a restaurant because the food and service was excellent.,service,1,34,1
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,1,1567,1
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,2,1098,0
The two star chefs left quite some time ago to open their own place.,chefs,2,1053,0
Don't waste money on decor.,decor,2,1322,0
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,1,1568,1
They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seating,1,1453,1
I have never before eaten 40 pieces of relatively good nigiri.,nigiri,2,1569,0
